Marca temporal,Participante,Carrera,Primer puesto,Segundo puesto,Tercer puesto,Cuarto puesto,Quinto puesto,Sexto puesto,Séptimo puesto,Octavo puesto,Noveno puesto,Décimo puesto,Vuelta Rápida,Franco Colapinto
02/05/2026 23:48:15,sergiopede92,Miami,Lando Norris,Kimi Antonelli,Charles Leclerc,George Russell,Oscar Piastri,Max Verstappen,Lewis Hamilton,Franco Colapinto,Pierre Gasly,Isack Hadjar,Oscar Piastri,Noveno Puesto
03/05/2026 3:53:23,riquerorori1993,Miami,Lando Norris,Max Verstappen,Oscar Piastri,Kimi Antonelli,Charles Leclerc,George Russell,Lewis Hamilton,Franco Colapinto,Isack Hadjar,Pierre Gasly,Max Verstappen,Octavo Puesto
03/05/2026 12:13:07,miriquero,Miami,Kimi Antonelli,Charles Leclerc,Lando Norris,Max Verstappen,Oscar Piastri,George Russell,Lewis Hamilton,Franco Colapinto,Pierre Gasly,Olie Bearman,Lando Norris,Octavo Puesto
03/05/2026 12:24:34,alinaiaraceleste,Miami,Kimi Antonelli,Charles Leclerc,George Russell,Lando Norris,Max Verstappen,Lewis Hamilton,Oscar Piastri,Pierre Gasly,Franco Colapinto,Isack Hadjar,Kimi Antonelli,Noveno Puesto
03/05/2026 12:26:19,riquerole,Miami,Kimi Antonelli,Charles Leclerc,Lando Norris,George Russell,Lewis Hamilton,Max Verstappen,Oscar Piastri,Pierre Gasly,Franco Colapinto,Gabriel Bortoletto,Charles Leclerc,Noveno Puesto
03/05/2026 12:29:07,eugeniabanini,Miami,Max Verstappen,Kimi Antonelli,Charles Leclerc,Lando Norris,Lewis Hamilton,George Russell,Oscar Piastri,Franco Colapinto,Pierre Gasly,Gabriel Bortoletto,Charles Leclerc,Octavo Puesto
03/05/2026 12:57:53,riqueropetiniha,Miami,Charles Leclerc,Lando Norris,Kimi Antonelli,Max Verstappen,George Russell,Oscar Piastri,Lewis Hamilton,Franco Colapinto,Isack Hadjar,Pierre Gasly,Kimi Antonelli,Octavo Puesto
03/05/2026 13:58:50,friquero,Miami,Lando Norris,Charles Leclerc,Oscar Piastri,Max Verstappen,George Russell,Lewis Hamilton,Franco Colapinto,Pierre Gasly,Gabriel Bortoletto,Isack Hadjar,Lando Norris,Séptimo Puesto
